商品编码,单证编号,单证名称
84714999,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84714999,I-2-01-2,第三方认证方式
84715010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84715020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84715040,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84715090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716040,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716050,I-2-01-1,自己声明评价方式
84716050,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84716050,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716050,I-2-01-2,第三方认证方式
84716060,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716071,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716072,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84716090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84717011,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84717019,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84717020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84717030,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84717090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84718000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84719000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84721000,I-2-01-1,自己声明评价方式
84721000,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84721000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84721000,I-2-01-2,第三方认证方式
84723010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84723090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729010,I-2-01-1,自己声明评价方式
84729010,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84729010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729010,I-2-01-2,第三方认证方式
84729021,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729022,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729029,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729030,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729040,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729050,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729060,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84729090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84732100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84732900,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84733010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84733090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84734010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84734020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84734090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84735000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84741000,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84741000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84741000,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84741000,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84742010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84742010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84742020,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84742020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742020,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742020,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84742090,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84742090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742090,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84742090,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84743100,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84743100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743100,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743100,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84743200,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84743200,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743200,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743200,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84743900,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84743900,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743900,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84743900,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84748010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84748010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84748020,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84748020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748020,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748020,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84748090,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84748090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748090,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84748090,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84749000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84751000,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84751000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84751000,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84751000,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84752100,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84752100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752100,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752100,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84752911,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84752911,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752911,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752911,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84752912,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84752912,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752912,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752912,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84752919,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84752919,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752919,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752919,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84752990,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84752990,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752990,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84752990,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84759000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84762100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84762100,I-3-01-3,《卫生证书》（包括《兽医卫生证书》）
84762900,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84762900,I-3-01-3,《卫生证书》（包括《兽医卫生证书》）
84768100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84768900,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84769000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84771010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84771010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84771010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84771010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84771090,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84771090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84771090,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
